ODB Name,Step,Frame,Part Instance Name,Node Label,X,Y,Z,Section Name,Material Name,Section Point,UT-Magnitude,UT-UT1,UT-UT2
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",97,8.80000019,0.,0.,NA,NA,"",1.70234242E-03,-439.998024E-06,-1.64449739E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",98,8.89999962,0.,0.,NA,NA,"",1.70900929E-03,-444.997975E-06,-1.65005750E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",99,9.,0.,0.,NA,NA,"",1.71525357E-03,-449.997955E-06,-1.65517267E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",100,9.10000038,0.,0.,NA,NA,"",1.72107085E-03,-454.997964E-06,-1.65983790E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",101,9.19999981,0.,0.,NA,NA,"",1.72645703E-03,-459.997915E-06,-1.66404806E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",102,9.30000019,0.,0.,NA,NA,"",1.73140795E-03,-464.997895E-06,-1.66779815E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",103,9.39999962,0.,0.,NA,NA,"",1.73591985E-03,-469.997845E-06,-1.67108339E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",104,9.5,0.,0.,NA,NA,"",1.73998822E-03,-474.997854E-06,-1.67389854E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",105,9.60000038,0.,0.,NA,NA,"",1.74360955E-03,-479.997834E-06,-1.67623872E-03
/prb1_bonus/Job-1.odb,charge,Increment      1: Step Time =   2.2200E-16,"BEAM-1",106,9.69999981,0.,0.,NA,NA,"",1.74677954E-03,-484.997785E-06,-1.67809892E-03
