ODB Name,Step,Frame,Part Instance Name,Node Label,X,Y,Z,Section Name,Material Name,Section Point,U-U1,U-U2,AC YIELD,PE-Max. Principal
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",14,-65.5,0.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",15,-87.,0.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",16,-108.5,0.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",17,-130.,20.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",18,-108.75,40.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",19,-87.5,40.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",20,-66.25,40.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",21,-20.8333,40.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",22,0.,40.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",23,20.8333,40.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",24,66.25,40.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",25,87.5,40.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",26,108.75,40.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",27,130.,20.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",28,108.5,0.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",29,87.,0.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",30,65.5,0.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",31,44.,0.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",32,22.5,0.,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",33,-42.1166,24.8844,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",34,41.8408,21.4516,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",35,-60.9670,13.1057,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",36,65.4179,20.4019,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",37,-82.5529,20.0025,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",38,87.1691,20.0864,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",39,-42.8550,11.9291,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",40,108.619,19.9940,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",41,16.7184,21.6136,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",42,-107.831,19.9579,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",43,-23.0442,13.8257,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",44,-53.7049,25.9199,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",45,-67.0263,29.6584,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",46,-28.1685,25.8323,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",47,36.2005,30.1683,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",48,23.7215,30.7958,0.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",49,0.,20.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",50,-1.,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",51,-130.,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",52,-130.,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",53,-45.,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",54,-41.6667,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",55,41.6667,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",56,45.,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",57,130.,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",58,130.,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",59,1.,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",60,-22.5,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",61,-44.,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",62,-65.5,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",63,-87.,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",64,-108.5,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",65,-130.,20.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",66,-108.75,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",67,-87.5,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",68,-66.25,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",69,-20.8333,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",70,0.,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",71,20.8333,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",72,66.25,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",73,87.5,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",74,108.75,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",75,130.,20.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",76,108.5,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",77,87.,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",78,65.5,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",79,44.,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",80,22.5,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",81,-42.1166,24.8844,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",82,41.8408,21.4516,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",83,-60.9670,13.1057,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",84,65.4179,20.4019,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",85,-82.5529,20.0025,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",86,87.1691,20.0864,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",87,-42.8550,11.9291,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",88,108.619,19.9940,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",89,16.7184,21.6136,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",90,-107.831,19.9579,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",91,-23.0442,13.8257,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",92,-53.7049,25.9199,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",93,-67.0263,29.6584,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",94,-28.1685,25.8323,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",95,36.2005,30.1683,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",96,23.7215,30.7958,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",1,0.,20.,0.,NA,NA,"",3.35493E-03,-14.4692E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",2,-1.,0.,0.,NA,NA,"",1.67350E-03,-14.5944E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",3,-130.,0.,0.,NA,NA,"",0.,-7.50000E-36,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",4,-130.,40.,0.,NA,NA,"",5.85032E-03,-253.248E-06,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",5,-45.,40.,0.,NA,NA,"",4.92456E-03,-11.5215E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",6,-41.6667,40.,0.,NA,NA,"",4.79383E-03,-11.8175E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",7,41.6667,40.,0.,NA,NA,"",2.14725E-03,-11.8237E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",8,45.,40.,0.,NA,NA,"",2.04227E-03,-11.4921E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",9,130.,40.,0.,NA,NA,"",1.01220E-03,-251.336E-06,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",10,130.,0.,0.,NA,NA,"",6.89894E-03,-7.50000E-36,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",11,1.,0.,0.,NA,NA,"",5.24201E-03,-14.6682E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",12,-22.5,0.,0.,NA,NA,"",1.65372E-03,-13.1371E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",13,-44.,0.,0.,NA,NA,"",1.12072E-03,-11.5528E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",14,-65.5,0.,0.,NA,NA,"",673.351E-06,-9.19296E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",15,-87.,0.,0.,NA,NA,"",351.073E-06,-6.40113E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",16,-108.5,0.,0.,NA,NA,"",138.371E-06,-3.40692E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",17,-130.,20.,0.,NA,NA,"",3.00429E-03,-201.036E-06,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",18,-108.75,40.,0.,NA,NA,"",5.80641E-03,-3.31533E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",19,-87.5,40.,0.,NA,NA,"",5.62016E-03,-6.33349E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",20,-66.25,40.,0.,NA,NA,"",5.33444E-03,-9.09564E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",21,-20.8333,40.,0.,NA,NA,"",4.13209E-03,-13.5553E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",22,0.,40.,0.,NA,NA,"",3.31644E-03,-14.2266E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",23,20.8333,40.,0.,NA,NA,"",2.69463E-03,-13.3298E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",24,66.25,40.,0.,NA,NA,"",1.60081E-03,-9.10655E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",25,87.5,40.,0.,NA,NA,"",1.23903E-03,-6.38591E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",26,108.75,40.,0.,NA,NA,"",1.05540E-03,-3.33099E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",27,130.,20.,0.,NA,NA,"",3.87611E-03,-198.016E-06,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",28,108.5,0.,0.,NA,NA,"",6.75965E-03,-3.42166E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",29,87.,0.,0.,NA,NA,"",6.55338E-03,-6.44626E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",30,65.5,0.,0.,NA,NA,"",6.19414E-03,-9.21622E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",31,44.,0.,0.,NA,NA,"",5.70447E-03,-11.5079E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",32,22.5,0.,0.,NA,NA,"",5.18514E-03,-13.0844E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",33,-42.1166,24.8844,0.,NA,NA,"",3.41316E-03,-11.8292E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",34,41.8408,21.4516,0.,NA,NA,"",3.77940E-03,-11.8175E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",35,-60.9670,13.1057,0.,NA,NA,"",2.21489E-03,-9.79944E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",36,65.4179,20.4019,0.,NA,NA,"",3.85474E-03,-9.31681E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",37,-82.5529,20.0025,0.,NA,NA,"",2.97170E-03,-7.07884E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",38,87.1691,20.0864,0.,NA,NA,"",3.89456E-03,-6.48211E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",39,-42.8550,11.9291,0.,NA,NA,"",2.25307E-03,-11.7013E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",40,108.619,19.9940,0.,NA,NA,"",3.88113E-03,-3.38263E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",41,16.7184,21.6136,0.,NA,NA,"",3.64028E-03,-13.7484E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",42,-107.831,19.9579,0.,NA,NA,"",2.99467E-03,-3.48137E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",43,-23.0442,13.8257,0.,NA,NA,"",2.59229E-03,-13.2742E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",44,-53.7049,25.9199,0.,NA,NA,"",3.58702E-03,-10.6089E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",45,-67.0263,29.6584,0.,NA,NA,"",4.10690E-03,-9.03862E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",46,-28.1685,25.8323,0.,NA,NA,"",3.54970E-03,-12.9684E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",47,36.2005,30.1683,0.,NA,NA,"",3.01976E-03,-12.2897E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",48,23.7215,30.7958,0.,NA,NA,"",3.20362E-03,-13.2031E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",49,0.,20.,15.,NA,NA,"",3.35493E-03,-14.4692E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",50,-1.,0.,15.,NA,NA,"",1.67350E-03,-14.5944E-03,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",51,-130.,0.,15.,NA,NA,"",-0.,-7.50000E-36,0.,0.
Z:/abaqus_part_2/job_d_20mm.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",52,-130.,40.,15.,NA,NA,"",5.85032E-03,-253.248E-06,0.,0.
