ODB Name,Step,Frame,Part Instance Name,Node Label,X,Y,Z,Section Name,Material Name,Section Point,U-U2,MISESMAX,SF-SF2,SM-SM1
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",91,-98.,0.,0.,NA,NA,"",-1.20504653,43.875,-1.5E+03,-175.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",92,-93.6666641,0.,0.,NA,NA,"",-1.21704495,45.5,-1.5E+03,-182.E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",93,-89.3333359,0.,0.,NA,NA,"",-1.22548342,47.125,-1.5E+03,-188.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",94,-80.6666641,0.,0.,NA,NA,"",-1.22548342,47.125,1.5E+03,-188.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",95,-76.3333359,0.,0.,NA,NA,"",-1.21704495,45.5,1.5E+03,-182.E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",96,-72.,0.,0.,NA,NA,"",-1.20504653,43.875,1.5E+03,-175.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",97,-67.6666641,0.,0.,NA,NA,"",-1.18961525,42.25,1.5E+03,-169.E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",98,-63.3333321,0.,0.,NA,NA,"",-1.17087829,40.625,1.5E+03,-162.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",99,-59.,0.,0.,NA,NA,"",-1.14896286,39.,1.5E+03,-156.E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",100,-54.6666679,0.,0.,NA,NA,"",-1.12399602,37.375,1.5E+03,-149.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",101,-50.3333321,0.,0.,NA,NA,"",-1.09610486,35.75,1.5E+03,-143.E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",102,-46.,0.,0.,NA,NA,"",-1.06541669,34.125,1.5E+03,-136.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",103,-41.6666679,0.,0.,NA,NA,"",-1.03205860,32.5,1.5E+03,-130.E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",104,-37.3333321,0.,0.,NA,NA,"",-996.157527E-03,30.875,1.5E+03,-123.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",105,-33.,0.,0.,NA,NA,"",-957.840860E-03,29.25,1.5E+03,-117.E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",106,-28.6666660,0.,0.,NA,NA,"",-917.235672E-03,27.625,1.5E+03,-110.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",107,-24.3333340,0.,0.,NA,NA,"",-874.469042E-03,26.,1.5E+03,-104.E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",108,-20.,0.,0.,NA,NA,"",-829.668164E-03,24.375,1.5E+03,-97.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",109,-15.6666670,0.,0.,NA,NA,"",-782.960176E-03,22.75,1.5E+03,-91.E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",110,-11.3333330,0.,0.,NA,NA,"",-734.472215E-03,21.125,1.5E+03,-84.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",111,-7.,0.,0.,NA,NA,"",-684.331417E-03,19.5,1.5E+03,-78.E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",112,-2.66666675,0.,0.,NA,NA,"",-632.664919E-03,17.875,1.5E+03,-71.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",113,1.66666663,0.,0.,NA,NA,"",-579.599857E-03,16.25,1.5E+03,-65.E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",114,6.,0.,0.,NA,NA,"",-525.263429E-03,14.625,1.5E+03,-58.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",115,10.3333330,0.,0.,NA,NA,"",-469.782680E-03,13.,1.5E+03,-52.E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",116,14.6666670,0.,0.,NA,NA,"",-413.284808E-03,11.375,1.5E+03,-45.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",117,19.,0.,0.,NA,NA,"",-355.896950E-03,9.75,1.5E+03,-39.E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",118,23.3333340,0.,0.,NA,NA,"",-297.746241E-03,8.125,1.5E+03,-32.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",119,27.6666660,0.,0.,NA,NA,"",-238.959864E-03,6.5,1.5E+03,-26.E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",120,32.,0.,0.,NA,NA,"",-179.664880E-03,4.875,1.5E+03,-19.5E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",121,36.3333321,0.,0.,NA,NA,"",-119.988509E-03,3.25,1.5E+03,-13.E+03
C:/Temp/Job-1.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-3",122,40.6666679,0.,0.,NA,NA,"",-60.0578003E-03,1.62499988,1.5E+03,-6.49999951E+03
