ODB Name,Step,Frame,Part Instance Name,Node Label,X,Y,Z,Section Name,Material Name,Section Point,RF-RF2,U-U2,AC YIELD,PE-Max. Principal
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",58,130.,0.,15.,NA,NA,"",-0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",59,1.,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",60,-22.5,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",61,-44.,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",62,-65.5,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",63,-87.,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",64,-108.5,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",65,-130.,20.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",66,-108.75,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",67,-87.5,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",68,-66.25,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",69,-20.8333340,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",70,0.,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",71,20.8333340,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",72,66.25,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",73,87.5,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",74,108.75,40.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",75,130.,20.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",76,108.5,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",77,87.,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",78,65.5,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",79,44.,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",80,22.5,0.,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",81,-42.1166458,24.8843746,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",82,41.8408203,21.4515724,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",83,-60.9669685,13.1057463,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",84,65.4179230,20.4018879,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",85,-82.5528564,20.0025139,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",86,87.1690674,20.0864162,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",87,-42.8549538,11.9290600,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",88,108.619385,19.9939823,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",89,16.7184010,21.6136360,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",90,-107.830605,19.9578686,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",91,-23.0442448,13.8256569,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",92,-53.7048798,25.9198685,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",93,-67.0262527,29.6584396,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",94,-28.1685333,25.8322906,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",95,36.2005272,30.1683235,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      0: Step Time =    0.000,"PART-1-1",96,23.7214508,30.7957516,15.,NA,NA,"",0.,0.,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",1,0.,20.,0.,NA,NA,"",0.,-14.4692268E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",2,-1.,0.,0.,NA,NA,"",0.,-14.5943575E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",3,-130.,0.,0.,NA,NA,"",7.49999714,-7.49999691E-36,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",4,-130.,40.,0.,NA,NA,"",0.,-253.247650E-06,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",5,-45.,40.,0.,NA,NA,"",0.,-11.5214949E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",6,-41.6666679,40.,0.,NA,NA,"",0.,-11.8175391E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",7,41.6666679,40.,0.,NA,NA,"",0.,-11.8236551E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",8,45.,40.,0.,NA,NA,"",0.,-11.4921164E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",9,130.,40.,0.,NA,NA,"",0.,-251.335878E-06,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",10,130.,0.,0.,NA,NA,"",7.49999714,-7.49999691E-36,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",11,1.,0.,0.,NA,NA,"",0.,-14.6682383E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",12,-22.5,0.,0.,NA,NA,"",0.,-13.1370528E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",13,-44.,0.,0.,NA,NA,"",0.,-11.5528489E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",14,-65.5,0.,0.,NA,NA,"",0.,-9.19295568E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",15,-87.,0.,0.,NA,NA,"",0.,-6.40112627E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",16,-108.5,0.,0.,NA,NA,"",0.,-3.40691605E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",17,-130.,20.,0.,NA,NA,"",0.,-201.035640E-06,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",18,-108.75,40.,0.,NA,NA,"",0.,-3.31533188E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",19,-87.5,40.,0.,NA,NA,"",0.,-6.33348525E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",20,-66.25,40.,0.,NA,NA,"",0.,-9.09563527E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",21,-20.8333340,40.,0.,NA,NA,"",0.,-13.5552511E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",22,0.,40.,0.,NA,NA,"",0.,-14.2265586E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",23,20.8333340,40.,0.,NA,NA,"",0.,-13.3298133E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",24,66.25,40.,0.,NA,NA,"",0.,-9.10655409E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",25,87.5,40.,0.,NA,NA,"",0.,-6.38591032E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",26,108.75,40.,0.,NA,NA,"",0.,-3.33098928E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",27,130.,20.,0.,NA,NA,"",0.,-198.016365E-06,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",28,108.5,0.,0.,NA,NA,"",0.,-3.42165725E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",29,87.,0.,0.,NA,NA,"",0.,-6.44626468E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",30,65.5,0.,0.,NA,NA,"",0.,-9.21622477E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",31,44.,0.,0.,NA,NA,"",0.,-11.5078958E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",32,22.5,0.,0.,NA,NA,"",0.,-13.0843800E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",33,-42.1166458,24.8843746,0.,NA,NA,"",0.,-11.8291676E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",34,41.8408203,21.4515724,0.,NA,NA,"",0.,-11.8174991E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",35,-60.9669685,13.1057463,0.,NA,NA,"",0.,-9.79944132E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",36,65.4179230,20.4018879,0.,NA,NA,"",0.,-9.31681413E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",37,-82.5528564,20.0025139,0.,NA,NA,"",0.,-7.07884226E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",38,87.1690674,20.0864162,0.,NA,NA,"",0.,-6.48211129E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",39,-42.8549538,11.9290600,0.,NA,NA,"",0.,-11.7012709E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",40,108.619385,19.9939823,0.,NA,NA,"",0.,-3.38262552E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",41,16.7184010,21.6136360,0.,NA,NA,"",0.,-13.7484344E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",42,-107.830605,19.9578686,0.,NA,NA,"",0.,-3.48137273E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",43,-23.0442448,13.8256569,0.,NA,NA,"",0.,-13.2741556E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",44,-53.7048798,25.9198685,0.,NA,NA,"",0.,-10.6088808E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",45,-67.0262527,29.6584396,0.,NA,NA,"",0.,-9.03861970E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",46,-28.1685333,25.8322906,0.,NA,NA,"",0.,-12.9683828E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",47,36.2005272,30.1683235,0.,NA,NA,"",0.,-12.2896908E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",48,23.7214508,30.7957516,0.,NA,NA,"",0.,-13.2030556E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",49,0.,20.,15.,NA,NA,"",0.,-14.4692268E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",50,-1.,0.,15.,NA,NA,"",0.,-14.5943575E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",51,-130.,0.,15.,NA,NA,"",7.49999714,-7.49999691E-36,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",52,-130.,40.,15.,NA,NA,"",0.,-253.247650E-06,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",53,-45.,40.,15.,NA,NA,"",0.,-11.5214949E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",54,-41.6666679,40.,15.,NA,NA,"",0.,-11.8175391E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",55,41.6666679,40.,15.,NA,NA,"",0.,-11.8236551E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",56,45.,40.,15.,NA,NA,"",0.,-11.4921164E-03,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",57,130.,40.,15.,NA,NA,"",0.,-251.335878E-06,0.,0.
Z:/abaqus_part_2/job_c20.odb,load_perf_plast,Increment      1: Step Time =    1.000,"PART-1-1",58,130.,0.,15.,NA,NA,"",7.49999714,-7.49999691E-36,0.,0.
