ODB Name,Step,Frame,Part Instance Name,Node Label,X,Y,Z,Section Name,Material Name,Section Point,U-U1,U-U2
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",1,0.,20.,0.,NA,NA,"",455.928802E-03,-1.94017637
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",2,-1.,0.,0.,NA,NA,"",194.881752E-03,-1.94791651
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",3,-130.,0.,0.,NA,NA,"",-7.54475882E-36,-377.914271E-36
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",4,-130.,40.,0.,NA,NA,"",747.841835E-03,-36.3973118E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",5,-45.,40.,0.,NA,NA,"",643.485487E-03,-1.49348402
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",6,-41.6666679,40.,0.,NA,NA,"",633.121610E-03,-1.53708458
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",7,41.6666679,40.,0.,NA,NA,"",278.630614E-03,-1.53705311
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",8,45.,40.,0.,NA,NA,"",268.274754E-03,-1.49346161
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",9,130.,40.,0.,NA,NA,"",164.239869E-03,-36.6874412E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",10,130.,0.,0.,NA,NA,"",912.491143E-03,-380.343939E-36
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",11,1.,0.,0.,NA,NA,"",717.099488E-03,-1.94801998
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",12,-500.E-03,10.,0.,NA,NA,"",299.844742E-03,-1.95345318
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",13,-10.9230766,0.,0.,NA,NA,"",189.634591E-03,-1.84501457
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",14,-20.8461533,0.,0.,NA,NA,"",184.680179E-03,-1.74964702
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",15,-30.7692299,0.,0.,NA,NA,"",162.928179E-03,-1.65157747
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",16,-40.6923065,0.,0.,NA,NA,"",137.295261E-03,-1.53619444
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",17,-50.6153831,0.,0.,NA,NA,"",111.530870E-03,-1.40574110
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",18,-60.5384598,0.,0.,NA,NA,"",88.1662816E-03,-1.26103020
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",19,-70.4615402,0.,0.,NA,NA,"",67.9506883E-03,-1.10487604
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",20,-80.3846130,0.,0.,NA,NA,"",51.0762893E-03,-939.404905E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",21,-90.3076935,0.,0.,NA,NA,"",37.3579450E-03,-766.296625E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",22,-100.230766,0.,0.,NA,NA,"",26.3017546E-03,-587.930739E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",23,-110.153847,0.,0.,NA,NA,"",18.0727802E-03,-403.362781E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",24,-120.076920,0.,0.,NA,NA,"",10.3934351E-03,-218.255386E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",25,-130.,10.,0.,NA,NA,"",201.766506E-03,-23.2578162E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",26,-130.,20.,0.,NA,NA,"",384.296417E-03,-33.0386832E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",27,-130.,30.,0.,NA,NA,"",565.232277E-03,-35.9564796E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",28,-120.555557,40.,0.,NA,NA,"",747.621536E-03,-209.966287E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",29,-111.111115,40.,0.,NA,NA,"",745.499492E-03,-385.217577E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",30,-101.666664,40.,0.,NA,NA,"",739.925206E-03,-560.130656E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",31,-92.2222214,40.,0.,NA,NA,"",730.778813E-03,-731.613338E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",32,-82.7777786,40.,0.,NA,NA,"",718.540728E-03,-897.852600E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",33,-73.3333359,40.,0.,NA,NA,"",703.588009E-03,-1.05737472
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",34,-63.8888893,40.,0.,NA,NA,"",686.175942E-03,-1.20952141
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",35,-54.4444427,40.,0.,NA,NA,"",666.612983E-03,-1.35277176
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",36,-31.25,40.,0.,NA,NA,"",605.045736E-03,-1.65473831
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",37,-20.8333340,40.,0.,NA,NA,"",571.477532E-03,-1.76730740
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",38,-10.4166670,40.,0.,NA,NA,"",521.353006E-03,-1.85676956
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",39,0.,40.,0.,NA,NA,"",455.901802E-03,-1.90155578
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",40,10.4166670,40.,0.,NA,NA,"",390.493125E-03,-1.85676360
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",41,20.8333340,40.,0.,NA,NA,"",340.282679E-03,-1.76732016
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",42,31.25,40.,0.,NA,NA,"",306.714356E-03,-1.65473270
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",43,54.4444427,40.,0.,NA,NA,"",245.183766E-03,-1.35271204
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",44,63.8888893,40.,0.,NA,NA,"",225.570142E-03,-1.20944381
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",45,73.3333359,40.,0.,NA,NA,"",208.203956E-03,-1.05734849
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",46,82.7777786,40.,0.,NA,NA,"",193.258002E-03,-897.951603E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",47,92.2222214,40.,0.,NA,NA,"",180.991456E-03,-731.754005E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",48,101.666664,40.,0.,NA,NA,"",171.844468E-03,-560.068727E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",49,111.111115,40.,0.,NA,NA,"",166.465640E-03,-385.012388E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",50,120.555557,40.,0.,NA,NA,"",164.421499E-03,-209.868893E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",51,130.,30.,0.,NA,NA,"",346.267194E-03,-35.9609835E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",52,130.,20.,0.,NA,NA,"",527.649224E-03,-31.9367424E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",53,130.,10.,0.,NA,NA,"",709.842682E-03,-22.9112748E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",54,120.076920,0.,0.,NA,NA,"",901.934803E-03,-218.055069E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",55,110.153847,0.,0.,NA,NA,"",894.413769E-03,-403.398037E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",56,100.230766,0.,0.,NA,NA,"",885.785699E-03,-588.000119E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",57,90.3076935,0.,0.,NA,NA,"",874.262214E-03,-766.153872E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",58,80.3846130,0.,0.,NA,NA,"",860.531569E-03,-939.369380E-03
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",59,70.4615402,0.,0.,NA,NA,"",843.812048E-03,-1.10479891
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",60,60.5384598,0.,0.,NA,NA,"",823.688686E-03,-1.26097715
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",61,50.6153831,0.,0.,NA,NA,"",800.359666E-03,-1.40572441
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",62,40.6923065,0.,0.,NA,NA,"",774.586320E-03,-1.53621459
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",63,30.7692299,0.,0.,NA,NA,"",748.955011E-03,-1.65161991
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",64,20.8461533,0.,0.,NA,NA,"",727.160692E-03,-1.74970233
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",65,10.9230766,0.,0.,NA,NA,"",722.169578E-03,-1.84495604
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",66,500.E-03,10.,0.,NA,NA,"",611.904979E-03,-1.95356894
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",67,-47.3017845,31.4077606,0.,NA,NA,"",531.717718E-03,-1.46274185
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",68,46.9843826,31.3278828,0.,NA,NA,"",381.520122E-03,-1.46713495
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",69,55.6591835,31.9093380,0.,NA,NA,"",361.944705E-03,-1.34067309
C:/temp/3d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",70,-30.7977180,31.8431187,0.,NA,NA,"",514.900625E-03,-1.66674125
